Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2017-12-02,2057,AAMU-JTG,0.00,53,65,44,26.1,34.5,38.8,41.3,42.1,53,54,54,54,57,84,194.40,6.7
2017-12-03,2057,AAMU-JTG,0.00,50,67,37,25.5,34.1,38.8,41.3,42.1,50,51,53,54,57,78,199.70,6.7
2017-12-04,2057,AAMU-JTG,0.00,57,64,46,25.2,33.9,38.7,41.2,42.1,51,52,52,54,58,73,199.50,6.7
2017-12-05,2057,AAMU-JTG,1.78,53,62,39,33.6,38.6,39.8,42.5,45.8,54,55,55,54,57,92,16.80,6.7
2017-12-06,2057,AAMU-JTG,0.00,39,45,34,34.4,38.8,40.0,42.2,48.0,47,48,51,54,57,68,110.30,8.5
2017-12-07,2057,AAMU-JTG,0.00,40,46,33,33.0,38.0,39.7,41.8,44.8,46,47,49,53,57,71,128.20,8.5
2017-12-08,2057,AAMU-JTG,0.00,31,33,28,31.4,37.3,39.4,41.6,44.4,41,42,46,52,57,68,49.49,8.5
2017-12-09,2057,AAMU-JTG,0.00,33,44,23,30.1,36.8,39.2,41.3,43.7,39,40,43,50,57,61,166.10,8.5
2017-12-10,2057,AAMU-JTG,0.00,35,47,22,28.9,36.4,39.1,41.1,42.9,38,39,42,48,56,64,215.00,8.5
2017-12-11,2057,AAMU-JTG,0.00,45,58,30,28.4,36.3,39.0,41.0,42.7,40,41,43,47,55,57,212.50,8.5
2017-12-12,2057,AAMU-JTG,0.00,42,49,29,27.8,36.0,39.1,41.0,42.5,41,42,44,47,55,50,151.90,8.5
2017-12-13,2057,AAMU-JTG,0.00,37,49,21,26.6,35.6,38.9,40.9,42.3,38,39,42,47,54,48,213.50,8.5
2017-12-14,2057,AAMU-JTG,0.00,40,49,31,26.1,35.4,38.9,40.8,42.2,40,41,42,46,54,63,209.80,8.5
2017-12-15,2057,AAMU-JTG,0.00,29,36,23,25.5,34.9,38.8,40.7,41.9,37,39,42,46,53,81,101.70,8.5
2017-12-16,2057,AAMU-JTG,0.00,35,50,21,25.0,34.6,38.7,40.6,41.7,37,38,40,45,53,75,206.50,8.5
2017-12-17,2057,AAMU-JTG,0.28,43,46,33,30.8,35.0,38.7,40.6,41.6,41,42,42,45,53,89,59.45,8.5
2017-12-18,2057,AAMU-JTG,0.01,49,57,44,34.5,36.4,38.9,40.7,41.5,46,47,46,46,52,96,90.70,8.8
2017-12-19,2057,AAMU-JTG,0.16,54,60,44,34.6,36.8,39.0,40.8,41.5,48,49,48,47,52,100,38.84,8.8
2017-12-20,2057,AAMU-JTG,2.03,59,66,54,39.2,42.0,40.7,42.6,47.3,55,55,53,49,52,97,101.20,8.9
2017-12-21,2057,AAMU-JTG,0.03,54,58,50,37.2,41.0,40.5,42.1,47.9,54,55,54,52,52,96,53.03,11.0
2017-12-22,2057,AAMU-JTG,0.01,60,66,54,35.8,39.9,40.2,41.9,46.4,55,55,54,52,53,92,55.37,11.0
2017-12-23,2057,AAMU-JTG,0.54,54,69,41,37.0,41.1,40.6,42.5,47.2,56,57,56,54,53,89,31.00,11.0
2017-12-24,2057,AAMU-JTG,0.01,40,42,31,35.3,39.8,40.2,42.1,47.1,48,49,51,53,54,90,27.62,11.6
2017-12-25,2057,AAMU-JTG,0.00,29,33,25,33.8,38.9,39.7,41.7,44.1,40,42,46,51,54,62,142.10,11.6
2017-12-26,2057,AAMU-JTG,0.00,36,45,28,32.5,38.5,39.6,41.4,43.6,40,41,44,49,54,53,171.40,11.6
2017-12-27,2057,AAMU-JTG,0.00,28,33,21,31.4,38.0,39.4,41.2,43.0,38,40,43,48,54,71,166.30,11.6
2017-12-28,2057,AAMU-JTG,0.00,29,44,17,28.7,37.6,39.2,41.0,42.6,35,37,40,46,53,64,209.40,11.6
2017-12-29,2057,AAMU-JTG,0.00,32,46,23,28.2,37.4,39.2,40.8,42.4,36,37,40,45,53,63,210.10,11.6
2017-12-30,2057,AAMU-JTG,0.00,34,42,26,28.3,37.3,39.1,40.7,42.2,38,39,40,44,52,68,110.80,11.6
2017-12-31,2057,AAMU-JTG,0.00,22,28,15,27.7,36.9,39.1,40.7,41.9,35,37,40,44,51,61,125.60,11.6
2018-01-01,2057,AAMU-JTG,0.00,15,21,10,19.1,36.2,38.8,40.5,41.6,32,33,37,43,51,63,196.50,11.6
2018-01-02,2057,AAMU-JTG,0.00,17,28,6,12.3,27.0,38.7,40.3,41.4,30,32,35,42,50,55,224.50,11.6
2018-01-03,2057,AAMU-JTG,0.00,25,36,17,13.2,24.1,38.6,40.2,41.4,31,32,35,41,50,46,191.90,11.6
2018-01-04,2057,AAMU-JTG,0.00,20,24,16,12.2,23.5,38.5,40.1,41.3,30,32,35,40,49,55,224.40,11.6
2018-01-05,2057,AAMU-JTG,0.00,22,33,11,11.8,19.0,37.9,40.0,41.0,30,32,34,40,49,50,224.50,11.6
2018-01-06,2057,AAMU-JTG,0.00,24,33,17,11.7,18.2,37.7,39.9,40.9,30,32,34,39,48,48,223.70,11.6
2018-01-07,2057,AAMU-JTG,0.00,33,42,18,12.6,18.4,37.6,39.8,40.8,30,32,34,39,47,36,166.90,11.6
2018-01-08,2057,AAMU-JTG,0.85,39,46,32,30.0,32.0,38.4,40.2,41.4,33,34,35,39,47,87,29.93,11.6
2018-01-09,2057,AAMU-JTG,0.00,48,55,39,36.7,38.4,39.7,41.0,47.9,40,41,39,39,47,96,88.10,12.4
2018-01-10,2057,AAMU-JTG,0.00,58,64,47,35.9,37.9,39.6,40.9,46.8,46,46,43,41,46,88,96.50,12.4
2018-01-11,2057,AAMU-JTG,0.01,62,66,58,35.5,37.8,39.6,41.0,45.0,52,53,49,44,47,86,151.40,12.4
2018-01-12,2057,AAMU-JTG,0.33,39,62,23,36.9,39.5,40.2,41.6,46.8,48,49,50,47,47,90,53.66,12.4
2018-01-13,2057,AAMU-JTG,0.00,23,25,17,34.0,36.5,39.4,41.4,46.4,36,38,42,46,48,78,87.90,12.8
2018-01-14,2057,AAMU-JTG,0.00,22,33,14,28.8,32.3,39.1,41.0,43.5,33,35,38,44,48,66,235.50,12.8
2018-01-15,2057,AAMU-JTG,0.00,35,49,24,30.7,31.9,39.0,40.7,42.9,35,36,38,42,48,60,243.90,12.8
2018-01-16,2057,AAMU-JTG,0.00,21,33,8,30.5,31.9,38.8,40.6,42.4,34,35,38,42,48,82,42.08,12.8
2018-01-17,2057,AAMU-JTG,0.00,12,20,4,26.7,30.6,38.7,40.4,41.9,33,34,36,41,47,75,233.20,12.8
2018-01-18,2057,AAMU-JTG,0.00,20,36,8,22.7,29.2,38.6,40.3,41.7,32,33,36,40,47,72,252.40,12.8
2018-01-19,2057,AAMU-JTG,0.00,32,48,15,19.9,28.3,38.5,40.2,41.6,32,33,35,40,47,58,261.60,12.8
2018-01-20,2057,AAMU-JTG,0.00,51,62,41,29.7,29.3,38.5,40.2,41.4,37,38,37,39,46,47,215.50,12.8
2018-01-21,2057,AAMU-JTG,0.00,58,68,44,30.2,30.2,38.6,40.3,41.3,43,44,41,41,46,57,232.90,12.8
2018-01-22,2057,AAMU-JTG,0.14,58,62,50,32.3,31.5,38.6,40.4,41.4,46,47,45,43,46,72,71.40,12.8
2018-01-23,2057,AAMU-JTG,0.01,43,51,36,32.9,32.8,38.6,40.6,41.4,43,44,45,44,46,61,205.70,12.9
2018-01-24,2057,AAMU-JTG,0.00,40,51,26,31.4,32.2,38.6,40.5,41.3,40,41,43,44,47,62,265.00,12.9
2018-01-25,2057,AAMU-JTG,0.00,39,57,24,30.2,31.6,38.4,40.5,41.2,39,40,42,43,47,68,270.90,12.9
2018-01-26,2057,AAMU-JTG,0.00,49,59,35,29.6,31.4,38.4,40.4,41.2,40,42,42,43,47,35,266.40,12.9
2018-01-27,2057,AAMU-JTG,0.02,54,58,50,29.6,31.2,38.4,40.4,41.2,45,45,44,44,47,78,47.39,12.9
2018-01-28,2057,AAMU-JTG,0.42,51,55,41,34.8,36.4,39.3,40.5,41.1,48,48,47,45,47,98,33.35,12.9
2018-01-29,2057,AAMU-JTG,0.00,42,55,31,34.0,36.1,39.5,40.7,41.3,43,45,45,46,47,64,278.60,13.3
2018-01-30,2057,AAMU-JTG,0.00,32,40,24,32.0,34.2,39.2,40.8,41.5,40,41,43,45,47,61,271.60,13.3
2018-01-31,2057,AAMU-JTG,0.00,42,57,24,30.8,33.3,39.0,40.8,42.4,40,41,42,44,48,51,289.20,13.3
2018-02-01,2057,AAMU-JTG,0.31,49,62,35,32.5,34.7,39.0,40.7,42.8,44,45,44,44,47,81,74.60,13.3
2018-02-02,2057,AAMU-JTG,0.00,27,35,21,34.0,36.4,39.7,40.9,42.6,38,40,43,45,47,63,283.50,13.6
2018-02-03,2057,AAMU-JTG,0.00,39,50,26,32.8,34.7,39.2,40.9,43.6,39,40,41,44,47,43,242.30,13.6
2018-02-04,2057,AAMU-JTG,1.00,42,47,38,36.7,38.6,39.9,41.7,47.2,42,43,43,43,47,93,71.40,13.6
2018-02-05,2057,AAMU-JTG,0.00,33,44,23,34.0,36.0,39.4,41.3,46.5,40,41,42,44,47,73,285.60,14.6
2018-02-06,2057,AAMU-JTG,0.09,46,58,38,34.0,35.4,39.2,41.0,43.9,43,43,43,44,47,93,59.86,14.6
2018-02-07,2057,AAMU-JTG,1.24,42,57,30,37.9,40.3,40.2,42.0,47.1,45,46,46,45,47,96,40.83,14.7
2018-02-08,2057,AAMU-JTG,0.00,35,49,28,34.6,37.2,39.6,41.4,45.4,41,42,43,44,47,75,308.00,16.0
2018-02-09,2057,AAMU-JTG,0.05,49,65,27,33.2,36.1,39.3,41.1,43.8,43,44,43,44,47,66,309.70,16.0
2018-02-10,2057,AAMU-JTG,2.37,57,60,54,38.3,40.1,40.1,42.1,45.9,51,51,48,45,47,99,17.62,16.0
2018-02-11,2057,AAMU-JTG,0.16,57,67,39,38.1,41.6,40.5,42.3,47.9,55,55,53,48,47,97,78.10,18.4
2018-02-12,2057,AAMU-JTG,0.00,36,40,32,35.4,38.6,39.9,41.9,45.6,45,46,49,49,48,93,75.10,18.6
2018-02-13,2057,AAMU-JTG,0.00,49,61,38,34.5,37.8,39.7,41.5,43.5,49,49,48,47,48,93,161.50,18.6
2018-02-14,2057,AAMU-JTG,0.75,56,61,51,38.0,41.4,40.4,41.9,44.9,53,53,51,48,48,98,57.26,18.6
2018-02-15,2057,AAMU-JTG,0.00,66,73,61,37.3,41.4,40.5,42.3,48.0,58,58,55,50,49,88,118.00,19.3
2018-02-16,2057,AAMU-JTG,0.06,55,67,43,36.9,40.3,40.3,42.2,46.4,56,57,56,52,49,92,43.35,19.3
2018-02-17,2057,AAMU-JTG,0.32,48,59,44,37.5,41.0,40.4,42.1,44.8,50,51,52,52,50,97,24.19,19.4
2018-02-18,2057,AAMU-JTG,0.00,52,64,37,36.1,40.3,40.4,42.3,48.1,51,52,51,51,50,74,298.20,19.7
2018-02-19,2057,AAMU-JTG,0.00,67,77,56,34.7,39.2,40.1,42.1,46.3,58,58,55,51,50,76,224.60,19.7
2018-02-20,2057,AAMU-JTG,0.00,70,77,62,33.6,38.6,40.0,42.1,44.4,61,61,58,53,51,72,233.40,19.7
2018-02-21,2057,AAMU-JTG,0.27,71,81,64,36.0,40.6,40.2,42.2,43.8,64,64,61,55,51,78,222.90,19.7
2018-02-22,2057,AAMU-JTG,0.24,69,75,62,37.6,42.1,40.8,42.7,45.8,64,65,62,56,52,80,208.50,20.0
2018-02-23,2057,AAMU-JTG,0.00,70,79,65,35.8,40.8,40.6,42.8,48.1,64,64,62,58,53,65,288.50,20.2
2018-02-24,2057,AAMU-JTG,0.40,67,74,61,38.0,42.8,41.1,43.2,48.7,64,65,63,58,53,88,177.20,20.2
2018-02-25,2057,AAMU-JTG,0.62,55,69,52,38.4,42.9,41.2,43.4,49.0,59,60,61,59,54,94,51.98,20.6
2018-02-26,2057,AAMU-JTG,0.22,53,62,39,37.8,42.5,41.2,43.3,48.5,58,58,59,58,55,84,301.00,21.2
2018-02-27,2057,AAMU-JTG,0.00,54,67,36,34.5,40.1,40.3,42.6,46.2,54,55,56,57,55,65,377.00,21.4
2018-02-28,2057,AAMU-JTG,3.20,56,62,50,40.2,43.7,41.3,44.0,48.3,55,56,56,56,55,97,15.92,21.4
2018-03-01,2057,AAMU-JTG,0.51,57,65,48,39.6,43.9,41.4,43.5,48.9,57,58,58,56,55,92,67.53,24.6
2018-03-02,2057,AAMU-JTG,0.00,47,55,39,35.7,41.1,40.7,42.8,45.8,51,52,54,56,55,60,393.80,25.2
2018-03-03,2057,AAMU-JTG,0.00,46,60,36,32.6,39.8,40.2,42.3,45.0,48,49,51,54,55,46,401.50,25.2
2018-03-04,2057,AAMU-JTG,0.00,49,68,30,29.8,39.1,40.1,42.0,45.0,50,51,51,53,55,50,396.60,25.2
2018-03-05,2057,AAMU-JTG,0.05,53,58,46,29.0,38.5,40.0,42.0,44.4,51,52,52,53,54,67,91.80,25.2
2018-03-06,2057,AAMU-JTG,0.00,56,64,47,29.2,38.1,40.0,41.9,44.1,54,55,54,53,54,45,399.10,25.2
2018-03-07,2057,AAMU-JTG,0.00,40,47,34,25.3,37.0,39.8,41.9,43.6,46,48,51,53,54,53,182.30,25.2
2018-03-08,2057,AAMU-JTG,0.00,36,45,29,23.8,36.3,39.6,41.6,43.2,45,46,49,51,54,62,372.60,25.2
2018-03-09,2057,AAMU-JTG,0.00,44,60,24,22.9,35.6,39.5,41.5,43.0,46,47,48,50,53,57,368.60,25.2
2018-03-10,2057,AAMU-JTG,0.65,51,55,47,30.9,38.6,39.5,41.4,42.7,49,49,50,50,53,83,68.34,25.2
2018-03-11,2057,AAMU-JTG,0.40,53,59,38,37.8,42.1,41.0,41.8,43.2,53,54,53,51,53,94,96.80,25.8
2018-03-12,2057,AAMU-JTG,0.02,40,49,34,35.7,41.3,40.8,42.6,47.9,48,50,51,52,53,72,359.20,26.2
2018-03-13,2057,AAMU-JTG,0.00,42,54,28,32.5,39.6,40.3,42.1,45.2,47,48,49,51,53,56,417.50,26.3
2018-03-14,2057,AAMU-JTG,0.00,38,49,30,29.7,38.9,40.0,41.9,43.9,45,47,48,50,53,53,438.30,26.3
2018-03-15,2057,AAMU-JTG,0.00,50,67,32,27.2,38.4,39.9,41.7,43.4,47,48,48,49,52,46,430.80,26.3
2018-03-16,2057,AAMU-JTG,0.00,57,68,44,25.5,38.0,39.9,41.7,43.0,52,53,51,50,52,61,287.10,26.3
2018-03-17,2057,AAMU-JTG,0.27,66,77,56,32.2,40.2,40.0,41.8,42.8,59,59,56,52,52,75,293.80,26.3
2018-03-18,2057,AAMU-JTG,0.15,54,61,45,31.7,39.3,39.9,41.9,42.7,56,56,56,53,52,79,211.40,26.5
2018-03-19,2057,AAMU-JTG,0.31,57,65,51,38.6,41.7,40.2,41.9,42.9,56,57,56,54,53,99,66.44,26.7
2018-03-20,2057,AAMU-JTG,0.01,47,55,36,36.9,42.0,40.8,42.1,44.0,51,53,54,54,53,89,62.32,27.0
2018-03-21,2057,AAMU-JTG,0.00,41,50,33,34.3,40.5,40.4,42.2,44.4,48,49,51,53,53,62,414.30,27.0
2018-03-22,2057,AAMU-JTG,0.00,43,56,30,31.3,39.9,40.2,42.0,43.7,48,49,50,51,53,59,456.40,27.0
2018-03-23,2057,AAMU-JTG,0.01,50,60,35,28.8,39.5,40.1,41.9,43.4,51,51,51,51,53,62,224.40,27.0
2018-03-24,2057,AAMU-JTG,0.04,61,67,54,28.0,39.1,40.0,41.9,43.3,54,54,53,52,53,74,88.20,27.0
2018-03-25,2057,AAMU-JTG,0.05,61,69,51,30.0,38.9,40.1,42.0,43.0,61,60,57,53,53,87,289.40,27.1
2018-03-26,2057,AAMU-JTG,0.00,51,53,48,28.7,38.0,40.0,42.1,42.7,54,55,56,54,53,64,134.30,27.1
2018-03-27,2057,AAMU-JTG,0.00,55,63,46,26.6,37.6,39.9,42.0,42.6,54,55,55,54,53,76,171.70,27.1
2018-03-28,2057,AAMU-JTG,0.00,65,71,60,25.9,37.4,39.8,42.0,42.7,58,58,57,54,54,78,117.60,27.1
2018-03-29,2057,AAMU-JTG,1.05,60,69,56,32.8,40.3,40.5,42.7,45.0,59,59,58,55,54,93,49.27,27.1
2018-03-30,2057,AAMU-JTG,0.00,51,58,39,35.6,41.9,40.9,43.0,47.2,56,57,57,56,54,81,232.90,28.2
2018-03-31,2057,AAMU-JTG,0.00,53,69,34,32.7,40.3,40.4,42.6,44.8,55,56,55,55,54,63,475.50,28.2
2018-04-01,2057,AAMU-JTG,0.00,62,76,45,29.8,40.0,40.4,42.5,44.2,58,58,57,55,54,57,321.20,28.2
2018-04-02,2057,AAMU-JTG,0.00,62,75,50,27.6,39.7,40.3,42.5,44.1,61,61,60,56,54,71,376.60,28.2
2018-04-03,2057,AAMU-JTG,0.20,71,82,59,26.1,39.3,40.4,42.6,44.0,64,65,62,57,55,66,311.60,28.2
2018-04-04,2057,AAMU-JTG,0.00,48,60,39,31.5,38.6,40.3,42.7,43.6,59,60,61,58,55,59,484.10,28.4
2018-04-05,2057,AAMU-JTG,0.00,47,62,32,26.6,38.2,40.1,42.4,43.3,55,56,57,57,56,57,452.50,28.4
2018-04-06,2057,AAMU-JTG,1.11,49,54,41,34.0,40.5,40.6,42.8,44.5,54,55,56,57,56,94,70.30,28.4
2018-04-07,2057,AAMU-JTG,0.18,39,51,32,37.1,42.3,41.1,43.3,48.9,48,50,53,56,56,92,71.10,29.5
2018-04-08,2057,AAMU-JTG,0.00,41,51,29,34.3,40.6,40.6,42.5,45.7,48,48,50,53,56,70,324.70,29.6
2018-04-09,2057,AAMU-JTG,0.00,54,64,46,32.0,40.3,40.5,42.4,44.2,56,56,54,53,55,57,470.10,29.6
2018-04-10,2057,AAMU-JTG,0.00,53,64,39,28.4,39.9,40.4,42.4,43.8,57,58,57,54,55,54,484.60,29.6
2018-04-11,2057,AAMU-JTG,0.00,52,68,36,25.5,39.5,40.4,42.4,43.4,57,58,58,55,55,62,452.10,29.6
2018-04-12,2057,AAMU-JTG,0.00,66,80,47,24.4,38.8,40.4,42.4,43.3,62,62,60,56,55,44,501.60,29.6
2018-04-13,2057,AAMU-JTG,0.00,69,81,58,23.1,38.3,40.4,42.5,43.2,66,66,64,58,55,53,481.00,29.6
2018-04-14,2057,AAMU-JTG,2.41,62,69,58,32.8,41.5,41.2,44.0,46.2,62,63,63,60,56,92,31.97,29.6
2018-04-15,2057,AAMU-JTG,0.42,46,62,38,36.8,43.0,41.6,43.9,48.9,56,57,59,59,56,86,150.60,32.1
2018-04-16,2057,AAMU-JTG,0.00,42,52,34,32.4,40.5,40.7,42.9,46.3,51,52,54,57,57,63,391.70,32.5
2018-04-17,2057,AAMU-JTG,0.00,57,77,32,29.5,40.2,40.5,42.6,44.5,56,56,56,56,56,60,507.60,32.5
2018-04-18,2057,AAMU-JTG,0.00,67,77,57,26.8,40.3,40.7,42.6,44.2,63,63,61,57,56,63,421.80,32.5
2018-04-19,2057,AAMU-JTG,0.00,50,65,41,24.8,39.7,40.6,42.7,43.8,60,61,62,58,56,58,468.40,32.5
2018-04-20,2057,AAMU-JTG,0.00,52,69,36,23.4,39.1,40.4,42.6,43.4,60,60,60,58,56,55,545.70,32.5
2018-04-21,2057,AAMU-JTG,0.00,60,74,39,22.5,38.5,40.4,42.6,43.2,63,63,62,59,57,51,509.20,32.5
2018-04-22,2057,AAMU-JTG,1.86,60,65,57,32.5,41.5,41.1,43.4,44.6,60,61,62,60,57,85,59.25,32.5
2018-04-23,2057,AAMU-JTG,0.30,60,69,56,36.4,42.8,41.7,43.7,48.3,63,63,62,60,57,91,263.30,34.3
2018-04-24,2057,AAMU-JTG,0.08,59,67,55,35.0,41.6,41.4,43.2,45.2,63,63,62,60,58,90,226.70,34.6
2018-04-25,2057,AAMU-JTG,0.00,60,71,55,33.8,41.6,41.0,43.1,44.6,64,64,63,60,58,79,341.70,34.7
2018-04-26,2057,AAMU-JTG,0.95,54,56,49,36.8,43.2,41.7,43.8,47.4,59,60,61,61,58,98,77.10,34.7
2018-04-27,2057,AAMU-JTG,0.00,58,71,48,34.2,42.3,41.5,43.4,45.9,63,63,61,60,58,76,472.50,35.7
2018-04-28,2057,AAMU-JTG,0.00,63,77,49,30.3,41.5,41.1,43.2,45.1,64,65,64,60,58,55,527.30,35.7
2018-04-29,2057,AAMU-JTG,0.00,53,66,41,26.0,40.9,40.9,43.1,44.4,62,63,64,61,58,51,567.10,35.7
2018-04-30,2057,AAMU-JTG,0.00,58,76,36,24.2,40.4,40.8,43.0,43.9,65,65,64,61,59,58,566.60,35.7
2018-05-01,2057,AAMU-JTG,0.00,66,82,47,23.1,39.6,40.9,43.0,43.6,70,70,67,62,59,62,537.30,35.7
2018-05-02,2057,AAMU-JTG,0.00,72,84,57,22.1,38.1,40.9,43.1,43.4,73,73,70,64,59,62,492.70,35.7
2018-05-03,2057,AAMU-JTG,0.00,73,84,59,21.3,36.4,40.9,43.3,43.4,76,76,73,65,60,63,508.80,35.7
2018-05-04,2057,AAMU-JTG,0.00,73,82,65,20.3,33.9,40.9,43.4,43.4,76,76,74,67,60,67,380.90,35.7
2018-05-05,2057,AAMU-JTG,0.05,65,74,57,19.5,32.1,40.7,43.4,43.5,71,72,72,68,61,92,135.50,35.7
2018-05-06,2057,AAMU-JTG,0.00,66,79,54,19.9,31.4,40.5,43.2,43.4,73,72,71,67,62,73,500.50,35.7
2018-05-07,2057,AAMU-JTG,0.00,68,82,54,19.4,29.7,40.5,43.3,43.3,75,75,73,68,62,67,507.00,35.7
2018-05-08,2057,AAMU-JTG,0.00,67,82,54,18.4,28.2,40.4,43.3,43.3,76,76,74,68,62,65,553.10,35.7
2018-05-09,2057,AAMU-JTG,0.00,71,85,52,17.3,27.1,40.3,43.4,43.2,76,76,75,69,63,65,429.60,35.7
2018-05-10,2057,AAMU-JTG,0.00,75,87,62,16.5,26.8,40.1,43.3,43.3,78,78,76,70,64,63,493.00,35.7
2018-05-11,2057,AAMU-JTG,0.00,75,88,60,15.6,26.5,40.0,43.3,43.3,80,80,78,71,64,63,530.20,35.7
2018-05-12,2057,AAMU-JTG,0.00,74,88,59,14.4,26.1,39.8,43.4,43.3,80,81,79,72,64,61,531.10,35.7
2018-05-13,2057,AAMU-JTG,0.00,74,88,58,13.4,25.8,39.4,43.4,43.2,81,81,79,73,65,68,508.80,35.7
2018-05-14,2057,AAMU-JTG,0.00,76,89,61,12.5,25.7,38.9,43.3,43.2,82,82,80,73,66,71,507.80,35.7
2018-05-15,2057,AAMU-JTG,0.07,74,89,65,11.8,25.1,38.5,43.3,43.2,80,80,80,74,66,81,338.90,35.7
2018-05-16,2057,AAMU-JTG,0.10,72,83,64,11.9,24.7,38.0,43.1,43.1,78,78,78,74,67,84,372.00,35.8
2018-05-17,2057,AAMU-JTG,1.14,69,79,64,17.7,29.6,37.7,43.5,43.8,75,75,76,73,67,94,239.90,35.9
2018-05-18,2057,AAMU-JTG,0.25,70,79,64,26.7,37.6,38.1,43.7,46.1,75,76,75,72,67,91,321.80,37.0
2018-05-19,2057,AAMU-JTG,0.00,75,87,64,28.0,38.6,38.3,43.4,44.0,79,78,76,72,67,79,519.90,37.3
2018-05-20,2057,AAMU-JTG,0.01,74,89,66,23.9,37.4,38.4,43.3,43.5,78,79,78,73,67,84,383.50,37.3
2018-05-21,2057,AAMU-JTG,0.00,73,82,64,21.6,36.4,38.3,43.3,43.3,78,78,77,73,68,78,461.00,37.3
2018-05-22,2057,AAMU-JTG,0.19,74,85,68,20.8,35.0,38.2,43.1,43.2,78,78,78,73,68,82,341.50,37.3
2018-05-23,2057,AAMU-JTG,0.01,74,86,65,23.4,34.0,38.1,43.0,43.1,79,79,78,74,68,82,491.00,37.5
2018-05-24,2057,AAMU-JTG,0.00,76,89,65,21.2,33.6,38.1,43.0,43.0,81,81,79,74,68,74,537.90,37.5
2018-05-25,2057,AAMU-JTG,0.34,73,86,65,21.8,34.4,38.0,42.9,42.9,80,80,79,75,69,87,325.90,37.5
2018-05-26,2057,AAMU-JTG,0.01,73,83,64,27.0,37.8,37.9,42.9,42.9,78,79,77,74,69,87,332.60,37.8
2018-05-27,2057,AAMU-JTG,0.99,73,83,67,26.9,37.5,38.4,43.3,43.2,79,79,78,74,69,90,367.50,37.8
2018-05-28,2057,AAMU-JTG,0.09,71,77,67,29.8,40.0,40.2,44.3,50.0,76,76,76,74,69,93,242.90,38.8
2018-05-29,2057,AAMU-JTG,0.26,73,78,70,29.9,40.1,40.2,44.2,47.3,74,75,75,74,69,90,167.90,38.9
2018-05-30,2057,AAMU-JTG,0.61,73,84,66,30.5,40.1,40.6,44.6,50.0,76,77,76,73,69,90,277.00,39.2
2018-05-31,2057,AAMU-JTG,0.01,77,88,66,29.0,38.4,40.6,44.5,49.6,80,80,77,74,69,86,411.00,39.8
2018-06-01,2057,AAMU-JTG,0.39,74,81,68,29.9,39.2,40.6,44.7,48.4,79,79,78,74,70,88,290.10,39.8
2018-06-02,2057,AAMU-JTG,0.00,77,88,67,27.5,37.2,40.4,44.6,47.1,82,82,79,75,70,82,509.50,40.2
2018-06-03,2057,AAMU-JTG,0.00,77,85,67,24.0,37.0,40.2,44.4,45.5,81,82,80,76,70,77,445.10,40.2
2018-06-04,2057,AAMU-JTG,0.00,71,83,56,21.9,36.2,40.1,44.3,45.4,80,81,79,76,70,64,577.20,40.2
2018-06-05,2057,AAMU-JTG,0.00,70,83,58,21.0,35.6,40.1,44.3,45.0,81,82,80,76,71,70,532.10,40.2
2018-06-06,2057,AAMU-JTG,0.00,72,88,56,20.3,34.4,40.0,44.2,44.8,83,83,81,76,71,69,580.90,40.2
2018-06-07,2057,AAMU-JTG,0.00,76,89,61,19.8,33.6,40.0,44.3,44.6,86,86,83,77,71,71,557.40,40.2
2018-06-08,2057,AAMU-JTG,0.00,76,90,60,19.3,32.9,40.1,44.3,44.5,87,87,84,78,71,69,533.80,40.2
2018-06-09,2057,AAMU-JTG,0.00,78,92,65,18.7,32.2,40.0,44.4,44.5,88,88,85,79,72,71,490.40,40.2
2018-06-10,2057,AAMU-JTG,0.00,75,87,67,18.0,32.3,39.8,44.4,44.5,87,87,86,80,72,82,439.10,40.2
2018-06-11,2057,AAMU-JTG,0.17,76,89,68,17.6,32.3,39.6,44.4,44.5,86,87,85,80,73,81,420.80,40.2
2018-06-12,2057,AAMU-JTG,1.28,74,86,65,20.6,33.6,39.7,44.6,45.5,82,83,83,80,73,86,410.00,40.4
2018-06-13,2057,AAMU-JTG,0.15,73,80,67,28.5,37.2,41.0,45.3,49.9,79,80,81,79,74,92,233.40,41.6
2018-06-14,2057,AAMU-JTG,0.00,75,87,66,25.0,35.5,40.4,44.9,46.2,82,82,80,78,74,83,476.60,41.8
2018-06-15,2057,AAMU-JTG,0.00,78,90,68,22.1,34.6,40.3,44.6,45.8,83,84,82,78,74,79,457.00,41.8
2018-06-16,2057,AAMU-JTG,0.00,80,93,67,21.1,32.8,40.3,44.6,45.3,87,87,84,79,74,73,549.50,41.8
